Emissao_CO2,Classificacao_Emissao,Consumo,Classificacao_consumo,Tipo_edificio,Estado_edificio,Ano_construcao,Superficie_m2,Municipio,Provincia,Classificacao
47.93,E,227.71,E,Vivienda individual,Existente,2006,60.67,HUESCA,HUESCA,EE
40.14,B,227.56,B,Local,Existente,2019,340.06,HUESCA,HUESCA,BB
37.61,D,222,E,Local,Existente,1984,90,HUESCA,HUESCA,DE
45.52,E,215.55,E,Vivienda individual,Existente,2001,93.06,HUESCA,HUESCA,EE
50.18,E,237.24,E,Vivienda individual,Existente,1968,73.37,HUESCA,HUESCA,EE
30.35,D,173.57,D,Unifamiliar,Existente,1966,110.6,HUESCA,HUESCA,DD
36.81,E,174.39,E,Vivienda individual,Existente,2002,61.14,HUESCA,HUESCA,EE
61.77,E,293.28,F,Vivienda individual,Existente,1958,103,HUESCA,HUESCA,EF
72.36,F,363.69,G,Vivienda individual,Existente,1920,80.75,HUESCA,HUESCA,FG
68.91,F,325.89,F,Vivienda individual,Existente,1970,64,HUESCA,HUESCA,FF
71.22,D,420.43,F,Local,Existente,1910,44.75,HUESCA,HUESCA,DF
26.31,D,101.93,D,Vivienda individual,Existente,1979,119,HUESCA,HUESCA,DD
32.47,E,162.07,E,Vivienda individual,Existente,1979,112,HUESCA,HUESCA,EE
1.37,A,8.08,A,Unifamiliar,Existente,2013,299.8,HUESCA,HUESCA,AA
54.56,E,259.16,E,Vivienda individual,Existente,2006,59.56,HUESCA,HUESCA,EE
30.22,D,143.74,E,Vivienda individual,Existente,2008,54.3,HUESCA,HUESCA,DE
62.6,E,238.66,E,Vivienda individual,Existente,1983,65.7,HUESCA,HUESCA,EE
28.21,D,136.55,E,Vivienda individual,Existente,1988,36,HUESCA,HUESCA,DE
65.08,F,384.2,G,Vivienda individual,Existente,1968,59.46,HUESCA,HUESCA,FG
57.1,E,270.89,E,Vivienda individual,Existente,1963,45,HUESCA,HUESCA,EE
70.15,F,266.98,E,Vivienda individual,Existente,1985,60,HUESCA,HUESCA,FE
77.94,G,369.19,G,Vivienda individual,Existente,1971,50.85,HUESCA,HUESCA,GG
62.38,D,368.24,D,Local,Existente,1957,36.3,HUESCA,HUESCA,DD
50.68,E,241.37,E,Vivienda individual,Existente,2004,50,HUESCA,HUESCA,EE
51.32,E,243.36,E,Vivienda individual,Existente,1990,83,HUESCA,HUESCA,EE
61.9,E,292.52,F,Vivienda individual,Existente,1964,64.02,HUESCA,HUESCA,EF
66.94,F,317.21,F,Vivienda individual,Existente,1950,75.43,HUESCA,HUESCA,FF
89.44,F,422.57,F,Unifamiliar,Existente,1888,330,HUESCA,HUESCA,FF
55.91,E,264.84,E,Vivienda individual,Existente,2006,58.35,HUESCA,HUESCA,EE
80.46,G,381.69,G,Vivienda individual,Existente,1970,61.46,HUESCA,HUESCA,GG
76.07,G,360.34,G,Vivienda individual,Existente,1920,45,HUESCA,HUESCA,GG
11.28,B,55.28,B,Bloque completo,Obra Terminada,2013,2313.61,HUESCA,HUESCA,BB
24.45,D,116.16,D,Vivienda individual,Existente,2007,83.7,HUESCA,HUESCA,DD
70.46,F,268.66,E,Vivienda individual,Existente,1975,82,HUESCA,HUESCA,FE
56.55,E,333.82,F,Local,Existente,1980,41.32,HUESCA,HUESCA,EF
56.55,E,333.82,F,Local,Existente,1980,41.32,HUESCA,HUESCA,EF
59.15,E,280.51,E,Vivienda individual,Existente,2002,69.98,HUESCA,HUESCA,EE
54.66,E,259.08,E,Bloque completo,Existente,1968,63.65,HUESCA,HUESCA,EE
27.93,D,133.28,D,Vivienda individual,Existente,1996,71.8,HUESCA,HUESCA,DD
42.56,E,201.5,E,Vivienda individual,Existente,1966,81.76,HUESCA,HUESCA,EE
41.67,E,196.95,E,Vivienda individual,Existente,2005,64.44,HUESCA,HUESCA,EE
83.4,F,395.48,F,Unifamiliar,Existente,1948,82,HUESCA,HUESCA,FF
26.54,D,128.36,D,Vivienda individual,Existente,2001,81,HUESCA,HUESCA,DD
49.67,E,213.54,E,Vivienda individual,Existente,1974,84.77,HUESCA,HUESCA,EE
82.77,G,410.81,G,Vivienda individual,Existente,1900,64,HUESCA,HUESCA,GG
36.19,E,172.31,E,Vivienda individual,Existente,1966,74.37,HUESCA,HUESCA,EE
98.52,G,466.11,G,Vivienda individual,Existente,1970,44,HUESCA,HUESCA,GG
113.64,G,541.85,G,Vivienda individual,Existente,1963,41.74,HUESCA,HUESCA,GG
48.7,E,230.98,E,Vivienda individual,Existente,2008,73.1,HUESCA,HUESCA,EE
77.45,G,295.56,F,Vivienda individual,Existente,1979,106,HUESCA,HUESCA,GF
49.33,E,234.86,E,Vivienda individual,Existente,1888,64,HUESCA,HUESCA,EE
51.37,E,243.58,E,Vivienda individual,Existente,2004,68.1,HUESCA,HUESCA,EE
45.25,E,214.37,E,Vivienda individual,Existente,1984,77.21,HUESCA,HUESCA,EE
37.48,E,179.37,E,Vivienda individual,Existente,2000,75.01,HUESCA,HUESCA,EE
53.77,E,254.91,E,Vivienda individual,Existente,1964,62,HUESCA,HUESCA,EE
108.16,G,412.13,G,Vivienda individual,Existente,1974,77,HUESCA,HUESCA,GG
82.55,G,391.29,G,Vivienda individual,Existente,1963,47.5,HUESCA,HUESCA,GG
48.48,E,228.97,E,Vivienda individual,Existente,1996,95.41,HUESCA,HUESCA,EE
45.28,E,231.22,E,Vivienda individual,Existente,1964,60.85,HUESCA,HUESCA,EE
41.11,E,195.56,E,Vivienda individual,Existente,1979,60,HUESCA,HUESCA,EE
58.14,E,255.16,E,Vivienda individual,Existente,1975,65,HUESCA,HUESCA,EE
121.25,G,573.05,G,Vivienda individual,Existente,1993,78.05,HUESCA,HUESCA,GG
87.22,G,413,G,Vivienda individual,Existente,1957,55.3,HUESCA,HUESCA,GG
69.59,F,330.56,F,Vivienda individual,Existente,1963,43.35,HUESCA,HUESCA,FF
55.93,E,330.16,F,Vivienda individual,Existente,1957,47.45,HUESCA,HUESCA,EF
33.4,E,158.13,E,Vivienda individual,Existente,1992,102.85,HUESCA,HUESCA,EE
40.22,E,191.56,E,Vivienda individual,Existente,2008,63.64,HUESCA,HUESCA,EE
46.53,D,224.81,E,Unifamiliar,Existente,2004,119.2,HUESCA,HUESCA,DE
56.33,E,267.07,E,Vivienda individual,Existente,1969,61.2,HUESCA,HUESCA,EE
50.87,E,241.42,E,Vivienda individual,Existente,2006,96,HUESCA,HUESCA,EE
64.35,F,304.4,F,Vivienda individual,Existente,1977,84,HUESCA,HUESCA,FF
52.42,E,309.42,F,Vivienda individual,Existente,1968,60,HUESCA,HUESCA,EF
64.28,F,304.39,F,Vivienda individual,Existente,1974,40,HUESCA,HUESCA,FF
86.39,G,440.89,G,Vivienda individual,Existente,1966,50.74,HUESCA,HUESCA,GG
25.84,C,145.39,C,Local,Existente,1968,167.69,HUESCA,HUESCA,CC
47.48,E,225.13,E,Vivienda individual,Existente,2007,66,HUESCA,HUESCA,EE
78.1,G,461.07,G,Vivienda individual,Existente,1968,48,HUESCA,HUESCA,GG
73.25,F,303.95,F,Vivienda individual,Existente,1955,113.85,HUESCA,HUESCA,FF
46.4,E,219.11,E,Vivienda individual,Existente,1995,72.15,HUESCA,HUESCA,EE
102.23,G,483.91,G,Vivienda individual,Existente,1979,50,HUESCA,HUESCA,GG
147.15,A,748.09,A,Edificio completo,Obra Terminada,2013,2199.01,HUESCA,HUESCA,AA
58.99,E,279.89,E,Vivienda individual,Existente,1970,66,HUESCA,HUESCA,EE
58.09,E,275.8,E,Vivienda individual,Existente,2006,54,HUESCA,HUESCA,EE
67.28,F,330.87,F,Vivienda individual,Existente,1968,32.8,HUESCA,HUESCA,FF
35.65,E,166.9,E,Vivienda individual,Existente,1974,85.13,HUESCA,HUESCA,EE
97.72,G,462.6,G,Vivienda individual,Existente,1963,45,HUESCA,HUESCA,GG
37.92,E,179.11,E,Vivienda individual,Existente,2008,63.16,HUESCA,HUESCA,EE
47.36,E,225.16,E,Vivienda individual,Existente,1963,76,HUESCA,HUESCA,EE
61.44,E,235.51,E,Vivienda individual,Existente,1980,85.02,HUESCA,HUESCA,EE
43.74,D,258.23,E,Local,Existente,1971,167.89,HUESCA,HUESCA,DE
33.71,E,159.5,E,Vivienda individual,Existente,1992,66.18,HUESCA,HUESCA,EE
62.61,E,295.68,E,Vivienda individual,Existente,1998,87.44,HUESCA,HUESCA,EE
73.67,F,349.14,G,Vivienda individual,Existente,1963,40.32,HUESCA,HUESCA,FG
50.67,E,241.14,E,Vivienda individual,Existente,1958,88.16,HUESCA,HUESCA,EE
59.76,E,251.37,E,Vivienda individual,Existente,1969,86.16,HUESCA,HUESCA,EE
38,C,224.32,D,Local,Existente,1969,160,HUESCA,HUESCA,CD
49.32,E,234.42,E,Vivienda individual,Existente,1963,43.45,HUESCA,HUESCA,EE
46.23,E,175.32,E,Vivienda individual,Existente,1981,111.6,HUESCA,HUESCA,EE
77.31,E,381,D,Local,Existente,1984,63.2,HUESCA,HUESCA,ED
66.64,D,393.4,E,Local,Existente,1979,49.38,HUESCA,HUESCA,DE
23.21,D,110.47,D,Vivienda individual,Existente,2007,56.65,HUESCA,HUESCA,DD
68.6,F,324.86,F,Vivienda individual,Existente,2005,45,HUESCA,HUESCA,FF
104.31,G,495.07,G,Vivienda individual,Existente,1975,66.04,HUESCA,HUESCA,GG
42.85,E,252.94,E,Vivienda individual,Existente,1992,59,HUESCA,HUESCA,EE
35.2,E,166.79,E,Vivienda individual,Existente,1968,69.53,HUESCA,HUESCA,EE
101.3,G,387.7,G,Vivienda individual,Existente,1976,84.65,HUESCA,HUESCA,GG
46.7,E,220.67,E,Vivienda individual,Existente,1965,80,HUESCA,HUESCA,EE
69.94,F,412.85,G,Vivienda individual,Existente,1964,50,HUESCA,HUESCA,FG
72.03,F,340.2,G,Vivienda individual,Existente,1940,60.9,HUESCA,HUESCA,FG
39.27,E,186.52,E,Vivienda individual,Existente,1963,77,HUESCA,HUESCA,EE
96.78,G,457.45,G,Vivienda individual,Existente,1888,70.88,HUESCA,HUESCA,GG
90.26,G,512.3,G,Vivienda individual,Existente,1962,55.37,HUESCA,HUESCA,GG
33.02,E,128.68,D,Vivienda individual,Existente,1977,103.38,HUESCA,HUESCA,ED
41.74,E,198.56,E,Vivienda individual,Existente,2005,51,HUESCA,HUESCA,EE
56.18,E,331.63,E,Local,Existente,1979,33.15,HUESCA,HUESCA,EE
59.85,E,283.47,E,Vivienda individual,Existente,1968,97.26,HUESCA,HUESCA,EE
57.7,E,273.72,E,Vivienda individual,Existente,1969,97.36,HUESCA,HUESCA,EE
55.37,E,262.03,E,Vivienda individual,Existente,1984,102,HUESCA,HUESCA,EE
25.66,D,136.14,D,Vivienda individual,Existente,1970,82,HUESCA,HUESCA,DD
62.97,E,312.9,F,Vivienda individual,Existente,1970,77,HUESCA,HUESCA,EF
24.69,D,133.48,D,Vivienda individual,Existente,2007,49.4,HUESCA,HUESCA,DD
34.18,E,162.08,E,Vivienda individual,Existente,2008,80,HUESCA,HUESCA,EE
37.19,E,176.01,E,Vivienda individual,Existente,2003,67,HUESCA,HUESCA,EE
40.18,E,199.86,E,Vivienda individual,Existente,1989,96.3,HUESCA,HUESCA,EE
45.84,E,217.74,E,Vivienda individual,Existente,1957,62,HUESCA,HUESCA,EE
42.81,E,203.96,E,Vivienda individual,Existente,2002,54.06,HUESCA,HUESCA,EE
70.63,E,416.96,F,Unifamiliar,Existente,1942,109,HUESCA,HUESCA,EF
58.13,E,275.82,E,Vivienda individual,Existente,2006,82,HUESCA,HUESCA,EE
64.82,F,307.25,F,Vivienda individual,Existente,1966,73,HUESCA,HUESCA,FF
37.81,E,188.22,E,Vivienda individual,Existente,1968,116.1,HUESCA,HUESCA,EE
73.29,E,398.57,F,Local,Existente,1977,71.97,HUESCA,HUESCA,EF
51.85,E,245.34,E,Vivienda individual,Existente,1960,47.66,HUESCA,HUESCA,EE
71.37,E,421.33,F,Local,Existente,1888,56.41,HUESCA,HUESCA,EF
55.79,E,264.13,E,Vivienda individual,Existente,1991,72.48,HUESCA,HUESCA,EE
52,E,306.97,F,Vivienda individual,Existente,1970,68.29,HUESCA,HUESCA,EF
48.26,E,246.66,E,Vivienda individual,Existente,1978,83.3,HUESCA,HUESCA,EE
71.39,F,338.26,G,Vivienda individual,Existente,1957,68,HUESCA,HUESCA,FG
62.79,E,297.38,F,Vivienda individual,Existente,1991,75,HUESCA,HUESCA,EF
62.46,E,268.45,E,Vivienda individual,Existente,1983,83,HUESCA,HUESCA,EE
68.02,F,382.91,G,Vivienda individual,Existente,1970,58.62,HUESCA,HUESCA,FG
41.54,E,196.63,E,Vivienda individual,Existente,1960,60.85,HUESCA,HUESCA,EE
37.01,E,176.13,E,Vivienda individual,Existente,2001,72.7,HUESCA,HUESCA,EE
32.19,E,190.05,E,Vivienda individual,Existente,1963,50,HUESCA,HUESCA,EE
66.12,F,313.49,F,Vivienda individual,Existente,1996,46.58,HUESCA,HUESCA,FF
50.02,E,190.41,E,Vivienda individual,Existente,1985,81.6,HUESCA,HUESCA,EE
25.62,D,122.14,D,Vivienda individual,Existente,2004,88,HUESCA,HUESCA,DD
44.08,E,209.72,E,Vivienda individual,Existente,1970,72,HUESCA,HUESCA,EE
40.96,E,194.05,E,Vivienda individual,Existente,2006,70.22,HUESCA,HUESCA,EE
29.48,D,140.29,E,Vivienda individual,Existente,2008,86.3,HUESCA,HUESCA,DE
39.04,E,185.82,E,Vivienda individual,Existente,1976,148,HUESCA,HUESCA,EE
47.15,E,223.18,E,Vivienda individual,Existente,1991,69.69,HUESCA,HUESCA,EE
57.48,D,336.24,E,Local,Existente,1990,32.43,HUESCA,HUESCA,DE
82.59,G,391.38,G,Vivienda individual,Existente,1969,59,HUESCA,HUESCA,GG
64.51,F,380.82,G,Vivienda individual,Existente,1980,80,HUESCA,HUESCA,FG
45.34,E,226.67,E,Vivienda individual,Existente,1983,76,HUESCA,HUESCA,EE
34.81,E,165.39,E,Vivienda individual,Existente,2008,56.1,HUESCA,HUESCA,EE
72.58,F,344.1,G,Vivienda individual,Existente,1969,61.24,HUESCA,HUESCA,FG
52.37,E,309.14,F,Vivienda individual,Existente,1969,141,HUESCA,HUESCA,EF
21.8,D,106.85,D,Vivienda individual,Existente,1991,66.2,HUESCA,HUESCA,DD
65.15,F,308.97,F,Vivienda individual,Existente,1985,54.97,HUESCA,HUESCA,FF
28.54,D,135.63,D,Vivienda individual,Existente,1987,85.85,HUESCA,HUESCA,DD
23.69,C,139.85,D,Local,Existente,1991,172,HUESCA,HUESCA,CD
51.47,E,243.18,E,Vivienda individual,Existente,2002,58,HUESCA,HUESCA,EE
46.61,E,221.16,E,Unifamiliar,Existente,1994,198.68,HUESCA,HUESCA,EE
33.01,E,156.92,E,Vivienda individual,Existente,1983,119,HUESCA,HUESCA,EE
45.84,E,217.98,E,Bloque completo,Existente,1969,68.54,HUESCA,HUESCA,EE
48.49,E,184.95,E,Vivienda individual,Existente,1977,78,HUESCA,HUESCA,EE
30.59,D,145.26,E,Vivienda individual,Existente,2000,55.5,HUESCA,HUESCA,DE
80.19,G,388.96,G,Vivienda individual,Existente,2000,70,HUESCA,HUESCA,GG
96.94,G,460.49,G,Vivienda individual,Existente,1920,67.83,HUESCA,HUESCA,GG
16.45,C,80.43,C,Vivienda individual,Existente,2001,137,HUESCA,HUESCA,CC
57.55,E,288.4,F,Vivienda individual,Existente,1970,71.84,HUESCA,HUESCA,EF
56.83,E,218.61,E,Vivienda individual,Existente,1976,95.85,HUESCA,HUESCA,EE
31.47,E,149.29,E,Vivienda individual,Existente,2004,70.09,HUESCA,HUESCA,EE
10.79,B,54.91,B,Bloque completo,Proyecto Nueva Construcción,2013,1979.92,HUESCA,HUESCA,BB
42.8,E,202.47,E,Vivienda individual,Existente,1978,84.15,HUESCA,HUESCA,EE
32.11,D,151.53,D,Unifamiliar,Existente,1989,182,HUESCA,HUESCA,DD
51.49,E,243.82,E,Vivienda individual,Existente,1970,52,HUESCA,HUESCA,EE
40.74,E,192.56,E,Vivienda individual,Existente,1961,80,HUESCA,HUESCA,EE
44.24,E,261.15,E,Vivienda individual,Existente,1990,97,HUESCA,HUESCA,EE
70.44,F,333.84,G,Vivienda individual,Existente,1970,71.83,HUESCA,HUESCA,FG
19.97,C,96.94,D,Vivienda individual,Existente,1994,72,HUESCA,HUESCA,CD
40.46,E,192.02,E,Vivienda individual,Existente,2006,61.36,HUESCA,HUESCA,EE
49.45,E,235.65,E,Vivienda individual,Existente,1970,68,HUESCA,HUESCA,EE
55.53,E,327.81,F,Vivienda individual,Existente,1990,101.26,HUESCA,HUESCA,EF
60.64,E,287.17,F,Vivienda individual,Existente,1969,71.1,HUESCA,HUESCA,EF
54.36,E,257.75,E,Vivienda individual,Existente,1950,76.2,HUESCA,HUESCA,EE
74.94,G,355.54,G,Vivienda individual,Existente,2004,58.45,HUESCA,HUESCA,GG
25.35,D,120.08,D,Vivienda individual,Existente,1999,70,HUESCA,HUESCA,DD
49.27,E,233.58,E,Vivienda individual,Existente,2004,62.59,HUESCA,HUESCA,EE
25.37,D,130.74,D,Vivienda individual,Existente,1979,113,HUESCA,HUESCA,DD
20.89,D,104.2,D,Local,Existente,1976,57.68,HUESCA,HUESCA,DD
36.37,E,171.89,E,Vivienda individual,Existente,1989,90,HUESCA,HUESCA,EE
23.34,C,137.79,C,Local,Existente,1993,75,HUESCA,HUESCA,CC
76.55,G,363.87,G,Vivienda individual,Existente,1963,43.44,HUESCA,HUESCA,GG
47.21,E,223.04,E,Vivienda individual,Existente,1996,59.01,HUESCA,HUESCA,EE
34.77,E,166.18,E,Vivienda individual,Existente,1970,63.35,HUESCA,HUESCA,EE
36.27,E,171.53,E,Vivienda individual,Existente,1989,52.26,HUESCA,HUESCA,EE
31.76,E,151.08,E,Vivienda individual,Existente,2004,41,HUESCA,HUESCA,EE
5.33,A,26.58,A,Unifamiliar,Existente,2011,75,HUESCA,HUESCA,AA
41.16,E,204.15,E,Vivienda individual,Existente,1910,120.17,HUESCA,HUESCA,EE
27.87,D,164.52,E,Vivienda individual,Existente,1991,64,HUESCA,HUESCA,DE
26.52,D,153.47,D,Local,Existente,1976,63,HUESCA,HUESCA,DD
62.8,E,313.74,F,Vivienda individual,Existente,1965,55,HUESCA,HUESCA,EF
37.18,E,176.29,E,Vivienda individual,Existente,2008,62.2,HUESCA,HUESCA,EE
65.68,D,387.71,D,Local,Existente,1888,37.68,HUESCA,HUESCA,DD
21.06,D,101.53,D,Vivienda individual,Existente,1988,67,HUESCA,HUESCA,DD
62.49,E,296.19,F,Vivienda individual,Existente,2007,74.73,HUESCA,HUESCA,EF
46.5,E,221.87,E,Vivienda individual,Existente,1970,49.46,HUESCA,HUESCA,EE
56.18,E,266.54,E,Unifamiliar,Existente,1948,90.68,HUESCA,HUESCA,EE
42.15,E,200.57,E,Vivienda individual,Existente,1964,54,HUESCA,HUESCA,EE
86.64,G,440.23,G,Vivienda individual,Existente,1963,50,HUESCA,HUESCA,GG
36.04,E,170.5,E,Vivienda individual,Existente,2002,98,HUESCA,HUESCA,EE
57.97,E,274.77,E,Vivienda individual,Existente,1985,55.53,HUESCA,HUESCA,EE
62.82,E,240.49,E,Vivienda individual,Existente,1980,78.74,HUESCA,HUESCA,EE
46.92,E,277.01,E,Vivienda individual,Existente,2003,73,HUESCA,HUESCA,EE
44.95,E,213.17,E,Vivienda individual,Existente,2000,66.71,HUESCA,HUESCA,EE
38.8,E,184.94,E,Vivienda individual,Existente,1990,87.5,HUESCA,HUESCA,EE
52.81,E,249.74,E,Vivienda individual,Existente,1991,58.33,HUESCA,HUESCA,EE
51.88,E,248.75,E,Vivienda individual,Existente,1958,81,HUESCA,HUESCA,EE
65.61,F,255.56,E,Vivienda individual,Existente,1975,149,HUESCA,HUESCA,FE
63.3,E,299.68,E,Unifamiliar,Existente,1990,180,HUESCA,HUESCA,EE
49.41,E,233.84,E,Vivienda individual,Existente,2002,64.87,HUESCA,HUESCA,EE
57.49,E,221.74,E,Vivienda individual,Existente,1968,93,HUESCA,HUESCA,EE
18.42,B,87.59,C,Unifamiliar,Existente,2011,188.35,HUESCA,HUESCA,BC
54.28,E,257.27,E,Vivienda individual,Existente,2001,85.75,HUESCA,HUESCA,EE
22.43,D,108.07,D,Vivienda individual,Existente,1991,81.1,HUESCA,HUESCA,DD
32.2,E,190.1,E,Vivienda individual,Existente,1994,114.75,HUESCA,HUESCA,EE
32.68,E,156.99,E,Vivienda individual,Existente,2005,66,HUESCA,HUESCA,EE
38.76,E,189.46,E,Bloque completo,Existente,1888,35.2,HUESCA,HUESCA,EE
60.52,E,286.56,F,Vivienda individual,Existente,1998,62.67,HUESCA,HUESCA,EF
52.97,E,252.62,E,Vivienda individual,Existente,1991,58.65,HUESCA,HUESCA,EE
21.76,D,104.85,D,Vivienda individual,Existente,2003,87.24,HUESCA,HUESCA,DD
26.78,D,129.63,D,Vivienda individual,Existente,2006,94.53,HUESCA,HUESCA,DD
65.76,F,311.49,F,Vivienda individual,Existente,2008,62.16,HUESCA,HUESCA,FF
62.6,E,296.6,F,Vivienda individual,Existente,1982,76,HUESCA,HUESCA,EF
46.78,E,262.55,E,Vivienda individual,Existente,1976,45,HUESCA,HUESCA,EE
66.3,F,315.33,F,Vivienda individual,Existente,1970,54.98,HUESCA,HUESCA,FF
32.05,E,152.64,E,Vivienda individual,Existente,1968,73,HUESCA,HUESCA,EE
11.52,B,68.01,C,Bloque completo,Obra Terminada,2013,151.2,HUESCA,HUESCA,BC
89.36,G,423.37,G,Vivienda individual,Existente,1959,98.49,HUESCA,HUESCA,GG
54.68,E,258.23,E,Vivienda individual,Existente,2003,60,HUESCA,HUESCA,EE
32.52,E,154.38,E,Vivienda individual,Existente,2003,116,HUESCA,HUESCA,EE
34.62,D,196.72,E,Local,Existente,1997,643,HUESCA,HUESCA,DE
54.92,E,208.45,E,Vivienda individual,Existente,1969,143.82,HUESCA,HUESCA,EE
59.08,C,288.27,C,Local,Existente,1972,57.3,HUESCA,HUESCA,CC
43,E,203.11,E,Vivienda individual,Existente,1977,106.02,HUESCA,HUESCA,EE
26.62,D,126.25,D,Vivienda individual,Existente,1999,107.81,HUESCA,HUESCA,DD
70.29,F,268.89,E,Vivienda individual,Existente,1969,126,HUESCA,HUESCA,FE
34.26,E,162.43,E,Vivienda individual,Existente,1971,72.56,HUESCA,HUESCA,EE
54.76,E,258.62,E,Vivienda individual,Existente,1945,133.35,HUESCA,HUESCA,EE
35.55,E,168.14,E,Vivienda individual,Existente,1987,100.14,HUESCA,HUESCA,EE
43.08,E,203.71,E,Vivienda individual,Existente,1965,61.43,HUESCA,HUESCA,EE
51.66,E,197.45,E,Vivienda individual,Existente,1969,88,HUESCA,HUESCA,EE
43.33,E,166.14,E,Vivienda individual,Existente,2002,42.5,HUESCA,HUESCA,EE
33,E,170.77,E,Vivienda individual,Existente,1956,52,HUESCA,HUESCA,EE
32.92,E,157.57,E,Vivienda individual,Existente,1971,67,HUESCA,HUESCA,EE
59,E,279.51,E,Vivienda individual,Existente,2005,50.3,HUESCA,HUESCA,EE
110.49,G,632.49,G,Unifamiliar,Existente,1920,88.97,HUESCA,HUESCA,GG
57.34,E,315.66,E,Unifamiliar,Existente,1929,106.75,HUESCA,HUESCA,EE
84.14,G,496.72,G,Vivienda individual,Existente,1963,40.26,HUESCA,HUESCA,GG
90.36,G,434.66,G,Vivienda individual,Existente,1962,27,HUESCA,HUESCA,GG
119.1,G,453.13,G,Vivienda individual,Existente,1978,86.7,HUESCA,HUESCA,GG
91.76,F,349.65,E,Unifamiliar,Existente,1888,138.89,HUESCA,HUESCA,FE
39.96,E,189.94,E,Vivienda individual,Existente,1983,55,HUESCA,HUESCA,EE
65.14,F,284.44,E,Vivienda individual,Existente,1980,75,HUESCA,HUESCA,FE
44.42,E,209.78,E,Vivienda individual,Existente,1964,70,HUESCA,HUESCA,EE
28.43,D,134.28,D,Vivienda individual,Existente,2004,75,HUESCA,HUESCA,DD
84.92,G,402.07,G,Vivienda individual,Existente,1984,85.02,HUESCA,HUESCA,GG
39.21,E,186.77,E,Vivienda individual,Existente,1984,99,HUESCA,HUESCA,EE
48.08,D,240.76,D,Local,Existente,1994,104.11,HUESCA,HUESCA,DD
95.15,G,561.68,G,Vivienda individual,Existente,1988,30.02,HUESCA,HUESCA,GG
48.6,E,286.89,F,Vivienda individual,Existente,1969,68,HUESCA,HUESCA,EF
49.04,E,232.62,E,Vivienda individual,Existente,2007,53.72,HUESCA,HUESCA,EE
38.54,E,182.16,E,Vivienda individual,Existente,2002,100.23,HUESCA,HUESCA,EE
38.49,E,181.94,E,Vivienda individual,Existente,2002,100.23,HUESCA,HUESCA,EE
36.15,E,171.01,E,Vivienda individual,Existente,2002,85.45,HUESCA,HUESCA,EE
42.35,E,200.42,E,Vivienda individual,Existente,2002,105.95,HUESCA,HUESCA,EE
40.13,E,190.48,E,Vivienda individual,Existente,2000,104.7,HUESCA,HUESCA,EE
68.18,F,323.21,F,Vivienda individual,Existente,1971,62.19,HUESCA,HUESCA,FF
40.31,E,191.03,E,Vivienda individual,Existente,2000,116.27,HUESCA,HUESCA,EE
50.86,E,240.71,E,Vivienda individual,Existente,1980,104,HUESCA,HUESCA,EE
43.17,E,205.04,E,Vivienda individual,Existente,1997,74.14,HUESCA,HUESCA,EE
2.16,A,9.15,A,Unifamiliar,Proyecto Nueva Construcción,2020,116.83,HUESCA,HUESCA,AA
58.49,E,277.75,E,Vivienda individual,Existente,1961,78,HUESCA,HUESCA,EE
32.87,D,156.54,D,Unifamiliar,Existente,1995,250,HUESCA,HUESCA,DD
35.11,E,166.5,E,Bloque completo,Existente,2001,49.9,HUESCA,HUESCA,EE
50.72,E,240.6,E,Vivienda individual,Existente,2005,65,HUESCA,HUESCA,EE
46.81,E,223.78,E,Vivienda individual,Existente,1973,278.7,HUESCA,HUESCA,EE
48.61,E,240.42,E,Vivienda individual,Existente,1974,96.5,HUESCA,HUESCA,EE
32.68,E,158.62,E,Vivienda individual,Existente,1991,105,HUESCA,HUESCA,EE
71.88,F,314.56,F,Vivienda individual,Existente,1971,62.86,HUESCA,HUESCA,FF
53.36,E,252.79,E,Unifamiliar,Existente,1990,180,HUESCA,HUESCA,EE
53.94,E,205.26,E,Vivienda individual,Existente,1988,72.3,HUESCA,HUESCA,EE
43.49,E,205.97,E,Vivienda individual,Existente,1970,52,HUESCA,HUESCA,EE
41.76,E,246.51,E,Vivienda individual,Existente,1991,146.69,HUESCA,HUESCA,EE
39.82,E,188.35,E,Vivienda individual,Existente,1968,51.25,HUESCA,HUESCA,EE
33.22,C,177.46,C,Local,Existente,1975,84,HUESCA,HUESCA,CC
46.13,E,175.47,E,Vivienda individual,Existente,1991,121.6,HUESCA,HUESCA,EE
42.45,E,203.07,E,Vivienda individual,Existente,1967,81,HUESCA,HUESCA,EE
89.61,G,379.02,G,Vivienda individual,Existente,1974,68.88,HUESCA,HUESCA,GG
58.99,E,279.44,E,Vivienda individual,Existente,1972,74.15,HUESCA,HUESCA,EE
44.88,E,213.08,E,Vivienda individual,Existente,2003,35.2,HUESCA,HUESCA,EE
38.02,E,180.66,E,Vivienda individual,Existente,1965,82.65,HUESCA,HUESCA,EE
28.22,D,135.18,D,Vivienda individual,Existente,2005,33.14,HUESCA,HUESCA,DD
21.74,D,103.35,D,Vivienda individual,Existente,2009,80.9,HUESCA,HUESCA,DD
101.92,G,601.64,G,Vivienda individual,Existente,1945,55,HUESCA,HUESCA,GG
31.41,E,149.03,E,Vivienda individual,Existente,1981,69,HUESCA,HUESCA,EE
60.29,E,355.92,F,Local,Existente,1980,178.75,HUESCA,HUESCA,EF
39.24,E,198.35,E,Vivienda individual,Existente,1980,119,HUESCA,HUESCA,EE
